1	1	1	0.0545	1.0445	TRUE
1	1	1	0.0345	1.0245	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0545	1.0445	TRUE
1	1	1	0.0345	1.0245	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0765	1.0665	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0345	1.0245	TRUE
1	1	1	0.099987	1.089987	TRUE
1	1	1	0.07	1.06	TRUE
500	500	500	95.45	96.44	FALSE
1	1	1	0.0345	1.0245	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0765	1.0665	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0345	1.0245	TRUE
1	1	1	0.099987	1.089987	TRUE
1	1	1	0.8752	1.8652	TRUE
1	1	1	0.0854	1.0754	TRUE
1	1	1	0.0956	1.0856	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0345	1.0245	TRUE
1	1	1	0.099987	1.089987	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.9545	1.9445	TRUE
1	1	1	0.0345	1.0245	TRUE
500	500	500	95.45	96.44	FALSE
1	1	1	0.9765	1.9665	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0345	1.0245	TRUE
1	1	1	0.099987	1.089987	TRUE
1	1	1	0.8752	1.8652	TRUE
1	1	1	0.0854	1.0754	TRUE
1	1	1	0.0956	1.0856	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0765	1.0665	TRUE
1	1	1	0.0752	1.0652	TRUE
1	1	1	0.0854	1.0754	TRUE
1	1	1	0.0956	1.0856	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0765	1.0665	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0345	1.0245	TRUE
1	1	1	0.099987	1.089987	TRUE
1	1	1	0.8752	1.8652	TRUE
1	1	1	0.0854	1.0754	TRUE
1	1	1	0.0956	1.0856	TRUE
1	1	1	0.07	1.06	TRUE
500	500	500	8.89	9.88	FALSE
1	1	1	0.0752	1.0652	TRUE
1	1	1	0.0854	1.0754	TRUE
1	1	1	0.0956	1.0856	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0765	1.0665	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0345	1.0245	TRUE
1	1	1	0.099987	1.089987	TRUE
1	1	1	0.8752	1.8652	TRUE
1	1	1	0.0854	1.0754	TRUE
1	1	1	0.0956	1.0856	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0765	1.0665	TRUE
1	1	1	0.0752	1.0652	TRUE
1	1	1	0.0854	1.0754	TRUE
1	1	1	0.0956	1.0856	TRUE
1	1	1	0.07	1.06	TRUE
500	500	500	10.0765	11.0665	FALSE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0345	1.0245	TRUE
1	1	1	0.099987	1.089987	TRUE
1	1	1	0.8752	1.8652	TRUE
1	1	1	0.0854	1.0754	TRUE
1	1	1	0.0956	1.0856	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0765	1.0665	TRUE
1	1	1	0.0752	1.0652	TRUE
1	1	1	0.0854	1.0754	TRUE
1	1	1	0.0956	1.0856	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0765	1.0665	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0345	1.0245	TRUE
500	500	500	9.9987	10.9887	FALSE
1	1	1	0.8752	1.8652	TRUE
1	1	1	0.0854	1.0754	TRUE
1	1	1	0.0956	1.0856	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0765	1.0665	TRUE
1	1	1	0.0752	1.0652	TRUE
1	1	1	0.0854	1.0754	TRUE
1	1	1	0.0956	1.0856	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0765	1.0665	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0345	1.0245	TRUE
1	1	1	0.099987	1.089987	TRUE
1	1	1	0.8752	1.8652	TRUE
1	1	1	0.0854	1.0754	TRUE
1	1	1	0.0956	1.0856	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0765	1.0665	TRUE
1	1	1	0.0752	1.0652	TRUE
1	1	1	0.0854	1.0754	TRUE
1	1	1	0.0956	1.0856	TRUE
1	1	1	0.07	1.06	TRUE
1	1	1	0.0765	1.0665	TRUE
1	1	1	0.07	1.06	TRUE
